denominazione_comune,terapia_intensiva,malattie_infettive,positivi_quarantena_domiciliare,ricoverati_altrove,guariti_clinicamente,guariti_da_covid,deceduti_in_provincia,deceduti_fuori_provincia,data
Marianopoli,,,5,,,288,8,,2022-02-23
Mazzarino,,4,131,,,2050,8,1,2022-02-23
Milena,,,68,,,300,7,,2022-02-23
Montedoro,,,13,,,171,4,,2022-02-23
Mussomeli,,,125,,,1630,12,1,2022-02-23
Niscemi,,3,323,,,5739,52,,2022-02-23
Resuttano,,,10,,,206,,,2022-02-23
Riesi,,2,77,,,1628,16,,2022-02-23
San Cataldo,1,3,416,,,3203,26,,2022-02-23
Santa Caterina Villarmosa,,2,41,,,696,4,,2022-02-23
Serradifalco,,2,97,,,732,7,,2022-02-23
Sommatino,,2,121,,,703,5,,2022-02-23
Sutera,,,9,,,60,,,2022-02-23
Vallelunga Pratameno,,1,88,,,633,1,,2022-02-23
Villalba,,,10,,,209,,,2022-02-23
altreProvince,,4,,,,68,36,,2022-02-23
Acquaviva Platani,,,,,,138,,,2022-02-24
Bompensiere,,,9,,,53,1,,2022-02-24
Butera,,1,43,,,507,2,,2022-02-24
Caltanissetta,2,19,694,2,,9274,81,1,2022-02-24
Campofranco,,,55,,,429,4,,2022-02-24
Delia,,,48,,,476,3,,2022-02-24
Gela,,12,1022,1,,16243,141,1,2022-02-24
Marianopoli,,,6,,,288,8,,2022-02-24
Mazzarino,,4,120,,,2068,8,1,2022-02-24
Milena,,,57,,,316,7,,2022-02-24
Montedoro,,,13,,,171,4,,2022-02-24
Mussomeli,,,121,,,1640,12,1,2022-02-24
Niscemi,,3,297,,,5775,52,,2022-02-24
Resuttano,,,12,,,206,,,2022-02-24
Riesi,,2,80,,,1629,16,,2022-02-24
San Cataldo,,4,398,,,3239,26,,2022-02-24
Santa Caterina Villarmosa,,1,32,,,707,4,,2022-02-24
Serradifalco,,2,100,,,736,7,,2022-02-24
Sommatino,,2,117,,,716,5,,2022-02-24
Sutera,,,5,,,64,,,2022-02-24
Vallelunga Pratameno,,1,83,,,639,1,,2022-02-24
Villalba,,,9,,,211,,,2022-02-24
altreProvince,,4,,,,68,36,,2022-02-24
Acquaviva Platani,,,,,,138,,,2022-02-25
Bompensiere,,,9,,,54,1,,2022-02-25
Butera,,1,42,,,511,2,,2022-02-25
Caltanissetta,3,19,665,2,,9347,81,1,2022-02-25
Campofranco,,,55,,,429,4,,2022-02-25
Delia,,,43,,,482,3,,2022-02-25
Gela,,11,1008,1,,16306,141,1,2022-02-25
Marianopoli,,,5,,,289,8,,2022-02-25
Mazzarino,,4,118,,,2074,8,1,2022-02-25
Milena,,,73,,,318,7,,2022-02-25
Montedoro,,,16,,,171,4,,2022-02-25
Mussomeli,,,118,,,1649,12,1,2022-02-25
Niscemi,,3,279,,,5803,52,,2022-02-25
Resuttano,,,12,,,206,,,2022-02-25
Riesi,,2,69,,,1643,16,,2022-02-25
San Cataldo,,5,394,,,3251,26,,2022-02-25
Santa Caterina Villarmosa,,1,31,,,708,4,,2022-02-25
Serradifalco,,2,100,,,739,7,,2022-02-25
Sommatino,,2,110,,,724,5,,2022-02-25
Sutera,,,4,,,65,,,2022-02-25
Vallelunga Pratameno,,1,78,,,646,1,,2022-02-25
Villalba,,,9,,,211,,,2022-02-25
altreProvince,,2,,,,70,36,,2022-02-25
Acquaviva Platani,,,,,,138,,,2022-02-26
Bompensiere,,,9,,,54,1,,2022-02-26
Butera,,1,42,,,511,2,,2022-02-26
Caltanissetta,3,16,621,2,,9412,82,1,2022-02-26
Campofranco,,,56,,,429,4,,2022-02-26
Delia,,,43,,,482,3,,2022-02-26
Gela,,11,983,1,,16340,141,1,2022-02-26
Marianopoli,,,5,,,289,8,,2022-02-26
Mazzarino,,4,118,,,2074,8,1,2022-02-26
Milena,,,73,,,318,7,,2022-02-26
Montedoro,,,16,,,171,4,,2022-02-26
Mussomeli,,,123,,,1653,12,1,2022-02-26
Niscemi,,3,267,,,5820,52,,2022-02-26
Resuttano,,,12,,,206,,,2022-02-26
Riesi,,2,69,,,1643,16,,2022-02-26
San Cataldo,,5,388,,,3260,26,,2022-02-26
Santa Caterina Villarmosa,,,31,,,709,4,,2022-02-26
Serradifalco,,2,98,,,742,7,,2022-02-26
Sommatino,,2,105,,,731,5,,2022-02-26
Sutera,,,3,,,66,,,2022-02-26
Vallelunga Pratameno,,1,78,,,646,1,,2022-02-26
Villalba,,,8,,,212,,,2022-02-26
altreProvince,,1,,,,70,37,,2022-02-26
Acquaviva Platani,,,1,,,138,,,2022-02-28
Bompensiere,,,17,,,55,1,,2022-02-28
Butera,,,39,,,519,3,,2022-02-28
Caltanissetta,2,16,632,2,,9531,83,1,2022-02-28
Campofranco,,,45,,,445,4,,2022-02-28
Delia,,,35,,,493,3,,2022-02-28
Gela,,11,956,1,,16540,142,1,2022-02-28
Marianopoli,,,4,,,292,8,,2022-02-28
Mazzarino,,4,94,,,2106,8,1,2022-02-28
Milena,,,79,,,327,7,,2022-02-28
Montedoro,,,11,,,179,4,,2022-02-28
Mussomeli,,,122,,,1672,12,1,2022-02-28
Niscemi,,3,226,,,5886,52,,2022-02-28
Resuttano,,,12,,,207,,,2022-02-28
Riesi,,2,60,,,1666,16,,2022-02-28
San Cataldo,,6,396,,,3298,26,,2022-02-28
Santa Caterina Villarmosa,,,29,,,718,4,,2022-02-28
Serradifalco,,2,106,,,755,7,,2022-02-28
Sommatino,,2,75,,,772,5,,2022-02-28
Sutera,,,3,,,66,,,2022-02-28
Vallelunga Pratameno,,1,56,,,673,1,,2022-02-28
Villalba,,,7,,,215,,,2022-02-28
altreProvince,1,1,,,,70,37,,2022-02-28
Acquaviva Platani,,,1,,,138,,,2022-03-01
Bompensiere,,,16,,,56,1,,2022-03-01
Butera,,,39,,,519,3,,2022-03-01
Caltanissetta,2,16,617,2,,9598,83,1,2022-03-01
Campofranco,,,46,,,445,4,,2022-03-01
Delia,,,35,,,496,3,,2022-03-01
Gela,,11,968,1,,16594,142,1,2022-03-01
Marianopoli,,,5,,,292,8,,2022-03-01
Mazzarino,,3,98,,,2113,8,1,2022-03-01
Milena,,,82,,,328,7,,2022-03-01
Montedoro,,,12,,,179,4,,2022-03-01
Mussomeli,,1,121,,,1676,12,1,2022-03-01
Niscemi,,2,215,,,5908,52,,2022-03-01
Resuttano,,,12,,,207,,,2022-03-01
Riesi,,1,59,,,1669,16,,2022-03-01
San Cataldo,,6,390,,,3313,26,,2022-03-01
Santa Caterina Villarmosa,,1,24,,,724,4,,2022-03-01
Serradifalco,,2,107,,,760,7,,2022-03-01
Sommatino,,2,80,,,774,5,,2022-03-01
Sutera,,,3,,,66,,,2022-03-01
Vallelunga Pratameno,,1,55,,,675,1,,2022-03-01
Villalba,,,7,,,215,,,2022-03-01
altreProvince,1,1,,,,70,37,,2022-03-01
Acquaviva Platani,,,1,,,138,,,2022-03-02
Bompensiere,,,18,,,57,1,,2022-03-02
Butera,,,37,,,521,3,,2022-03-02
Caltanissetta,2,15,614,2,,9658,83,1,2022-03-02
Campofranco,,,50,,,448,4,,2022-03-02
Delia,,,34,,,497,3,,2022-03-02
Gela,,10,985,1,,16640,142,1,2022-03-02
Marianopoli,,,6,,,292,8,,2022-03-02
Mazzarino,,3,94,,,2118,8,1,2022-03-02
Milena,,,78,,,333,7,,2022-03-02
Montedoro,,,14,,,179,4,,2022-03-02
Mussomeli,,1,122,,,1683,12,1,2022-03-02
Niscemi,,2,199,,,5926,52,,2022-03-02
Resuttano,,1,13,,,207,,,2022-03-02
Riesi,,1,54,,,1674,16,,2022-03-02
San Cataldo,,5,391,,,3324,26,,2022-03-02
Santa Caterina Villarmosa,,1,35,,,724,4,,2022-03-02
Serradifalco,,2,116,,,764,7,,2022-03-02
Sommatino,,2,85,,,776,5,,2022-03-02
Sutera,,,4,,,66,,,2022-03-02
Vallelunga Pratameno,,,51,,,682,1,,2022-03-02
Villalba,,,8,,,215,,,2022-03-02
altreProvince,1,1,,,,70,37,,2022-03-02
Acquaviva Platani,,,1,,,138,,,2022-03-03
Bompensiere,,,18,,,57,1,,2022-03-03
Butera,,,35,,,525,3,,2022-03-03
Caltanissetta,2,15,578,2,,9731,83,1,2022-03-03
Campofranco,,,52,,,451,4,,2022-03-03
Delia,,,31,,,500,3,,2022-03-03
Gela,,10,931,1,,16733,142,1,2022-03-03
Marianopoli,,,6,,,292,8,,2022-03-03
Mazzarino,,3,79,,,2134,8,1,2022-03-03
Milena,,,72,,,342,7,,2022-03-03
Montedoro,,,14,,,181,4,,2022-03-03
Mussomeli,,1,124,,,1693,12,1,2022-03-03
Niscemi,,2,183,,,5952,52,,2022-03-03
Resuttano,,1,14,,,207,,,2022-03-03
Riesi,,1,51,,,1678,16,,2022-03-03
San Cataldo,,4,316,,,3409,26,,2022-03-03
Santa Caterina Villarmosa,,1,40,,,727,4,,2022-03-03
Serradifalco,,2,104,,,777,7,,2022-03-03
Sommatino,,2,79,,,790,5,,2022-03-03
Sutera,,,3,,,68,,,2022-03-03
Vallelunga Pratameno,,,47,,,686,1,,2022-03-03
Villalba,,,7,,,216,,,2022-03-03
altreProvince,,2,,,,70,37,,2022-03-03
Acquaviva Platani,,,3,,,138,,,2022-03-04
Bompensiere,,,16,,,59,1,,2022-03-04
Butera,,,35,,,526,3,,2022-03-04
Caltanissetta,3,15,598,2,,9768,84,1,2022-03-04
Campofranco,,,52,,,454,4,,2022-03-04
Delia,,,31,,,503,3,,2022-03-04
Gela,,10,909,1,,16816,142,1,2022-03-04
Marianopoli,,,6,,,292,8,,2022-03-04
Mazzarino,,3,73,,,2144,8,1,2022-03-04
Milena,,,60,,,357,7,,2022-03-04
Montedoro,,,13,,,183,4,,2022-03-04
Mussomeli,,1,120,,,1706,12,1,2022-03-04
Niscemi,,2,185,,,5962,52,,2022-03-04
Resuttano,,1,15,,,207,,,2022-03-04
Riesi,,1,41,,,1688,16,,2022-03-04
San Cataldo,,3,320,,,3425,26,,2022-03-04
Santa Caterina Villarmosa,,1,41,,,728,4,,2022-03-04
